         105324242 function calls (104113373 primitive calls) in 111.796 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   193080    0.243    0.000    0.273    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/warnings.py:477(__exit__)
   338931    0.270    0.000    0.270    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/flags.py:47(__init__)
   290506    0.267    0.000    0.267    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
    96830    0.034    0.000    0.265    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:53(_any)
    96873    0.072    0.000    0.263    0.000 {built-in method builtins.any}
    96780    0.057    0.000    0.249    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:2340(is_label_like)
   192776    0.240    0.000    0.240    0.000 {built-in method numpy.seterrobj}
    48446    0.091    0.000    0.239    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:206(shape)
    96867    0.125    0.000    0.233    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1566(from_blocks)
    96299    0.080    0.000    0.233    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/computation/expressions.py:196(_bool_arith_check)
    48418    0.073    0.000    0.228    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:94(is_empty_indexer)
    96299    0.102    0.000    0.227    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:823(<listcomp>)
   145239    0.206    0.000    0.220    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4230(__contains__)
   193080    0.220    0.000    0.220    0.000 {method 'remove' of 'list' objects}
   193774    0.164    0.000    0.217    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
   145265    0.087    0.000    0.217    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3485(_clear_item_cache)
    48422    0.069    0.000    0.211    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3447(_maybe_update_cacher)
  1016868    0.210    0.000    0.210    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1588(_block)
    48427    0.162    0.000    0.208    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/shape_base.py:82(atleast_2d)
    96783    0.079    0.000    0.203    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/ops/common.py:70(get_op_result_name)
   145241    0.203    0.000    0.203    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
    48459    0.119    0.000    0.203    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:425(_simple_new)
    48390    0.114    0.000    0.198    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:941(_is_scalar_access)
   290522    0.144    0.000    0.198    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1769(pandas_dtype)
   338944    0.142    0.000    0.188    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:129(cast_scalar_indexer)
    96850    0.039    0.000    0.176    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:50(isna)
   677507    0.175    0.000    0.175    0.000 {pandas._libs.lib.is_scalar}
   193080    0.175    0.000    0.175    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/warnings.py:437(__init__)
   387377    0.174    0.000    0.174    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:161(_check_ndim)
    96786    0.098    0.000    0.174    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:371(to_numpy)
   435664    0.171    0.000    0.171    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:456(_get_axis_number)
1065172/1065166    0.168    0.000    0.168    0.000 {built-in method builtins.hash}
   145230    0.095    0.000    0.167    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:569(ndim)
    48391    0.070    0.000    0.166    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:68(is_scalar_indexer)
    96917    0.056    0.000    0.165    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:585(_values)
   192758    0.156    0.000    0.156    0.000 {method 'format' of 'str' objects}
    96839    0.065    0.000    0.156    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:202(__array__)
    96299    0.066    0.000    0.153    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/computation/expressions.py:187(_has_bool_dtype)
    48422    0.049    0.000    0.150    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:719(should_store)
   145338    0.036    0.000    0.148    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:208(<genexpr>)
    48390    0.076    0.000    0.147    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numeric.py:1816(isscalar)
   387261    0.105    0.000    0.146    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:317(apply_if_callable)
    48423    0.039    0.000    0.141    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1239(name)
   145170    0.047    0.000    0.140    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:736(<genexpr>)
    96850    0.068    0.000    0.137    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:133(_isna)
    96853    0.052    0.000    0.137    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:1158(__len__)
    48418    0.064    0.000    0.136    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:273(length_of_indexer)
    96783    0.134    0.000    0.134    0.000 {method 'take' of 'numpy.ndarray' objects}
   387703    0.088    0.000    0.134    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:187(<lambda>)
   726382    0.133    0.000    0.133    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:347(dtype)
   193625    0.133    0.000    0.133    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:41(__init__)
96843/96786    0.026    0.000    0.132    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/abc.py:100(__subclasscheck__)
   145230    0.132    0.000    0.132    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:351(iget)
    96783    0.037    0.000    0.131    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/ops/dispatch.py:11(should_extension_dispatch)
   145265    0.130    0.000    0.130    0.000 {method 'clear' of 'dict' objects}
   193081    0.129    0.000    0.129    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:71(<dictcomp>)
   385552    0.129    0.000    0.129    0.000 {built-in method numpy.geterrobj}
    96308    0.128    0.000    0.128    0.000 {built-in method builtins.sorted}
   192598    0.125    0.000    0.125    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:685(getType)
   145170    0.089    0.000    0.122    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:884(<genexpr>)
    48390    0.109    0.000    0.120    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:327(_reset)
    96791    0.080    0.000    0.119    0.000 <frozen importlib._bootstrap>:389(parent)
    96881    0.081    0.000    0.119    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2738(extend_blocks)
    48458    0.047    0.000    0.114    0.000 <__array_function__ internals>:2(ndim)
    96906    0.098    0.000    0.113    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:573(is_string_dtype)
   145254    0.078    0.000    0.112    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:685(<genexpr>)
    96883    0.096    0.000    0.110    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:563(_reset_identity)
    96917    0.068    0.000    0.109    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1626(internal_values)
   145248    0.049    0.000    0.107    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_asarray.py:86(asanyarray)
96843/96786    0.106    0.000    0.106    0.000 {built-in method _abc._abc_subclasscheck}
    97427    0.075    0.000    0.103    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:195(<lambda>)
    96780    0.072    0.000    0.102    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/sklearn/utils/validation.py:397(_ensure_no_complex_data)
   289609    0.101    0.000    0.101    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_dtype.py:24(_kind_name)
    48390    0.037    0.000    0.101    0.000 <__array_function__ internals>:2(may_share_memory)
   387703    0.095    0.000    0.095    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:185(classes)
   290506    0.094    0.000    0.094    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:227(attrs)
    96783    0.086    0.000    0.094    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/construction.py:405(ensure_wrapped_if_datetimelike)
   193719    0.070    0.000    0.093    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:210(ndim)
    48418    0.029    0.000    0.089    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:543(values)
    48447    0.045    0.000    0.088    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:615(is_dtype_equal)
    48426    0.040    0.000    0.088    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:3284(_ensure_valid_index)
   581015    0.087    0.000    0.087    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:248(flags)
   145263    0.073    0.000    0.084    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/range.py:474(equals)
   145241    0.084    0.000    0.084    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1875(is_floating)
   579240    0.083    0.000    0.083    0.000 {built-in method _warnings._filters_mutated}
   435054    0.082    0.000    0.082    0.000 {method 'startswith' of 'str' objects}
    96780    0.046    0.000    0.082    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/sklearn/_config.py:14(get_config)
   145230    0.082    0.000    0.082    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:628(axes)
   435565    0.081    0.000    0.081    0.000 {pandas._libs.lib.item_from_zerodim}
   483919    0.080    0.000    0.080    0.000 {method 'endswith' of 'str' objects}
    96299    0.078    0.000    0.078    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/ops/missing.py:136(dispatch_fill_zeros)
    96836    0.070    0.000    0.077    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1839(is_integer)
   531869    0.077    0.000    0.077    0.000 {method 'append' of 'list' objects}
    96780    0.065    0.000    0.074    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/sklearn/base.py:335(_check_n_features)
    48880    0.073    0.000    0.073    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   484344    0.071    0.000    0.071    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:265(mgr_locs)
    96808    0.071    0.000    0.071    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/contextlib.py:353(__init__)
   145201    0.071    0.000    0.071    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:240(loc)
   193081    0.068    0.000    0.068    0.000 {method 'insert' of 'list' objects}
        1    0.001    0.001    0.065    0.065 /mnt/d/Studie/Vrije Universiteit/Data Mining Techniques/assignment_2/data.py:80(drop_and_impute)
    96782    0.051    0.000    0.064    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:87(<genexpr>)
   290508    0.063    0.000    0.063    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/flags.py:51(allows_duplicate_labels)
   145170    0.042    0.000    0.062    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/scipy/sparse/base.py:1205(isspmatrix)
   193098    0.061    0.000    0.061    0.000 {method 'copy' of 'dict' objects}
   338422    0.061    0.000    0.061    0.000 {method 'get' of 'dict' objects}
    48418    0.037    0.000    0.060    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1622(external_values)
    96808    0.042    0.000    0.056    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:1925(_ensure_iterable_column_indexer)
    96816    0.055    0.000    0.055    0.000 {built-in method pandas._libs.missing.checknull}
    96863    0.032    0.000    0.053    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5836(ensure_index)
   484140    0.052    0.000    0.052    0.000 {built-in method builtins.callable}
   338918    0.052    0.000    0.052    0.000 {pandas._libs.lib.is_integer}
    96883    0.038    0.000    0.052    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:600(__len__)
   193663    0.052    0.000    0.052    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:157(blknos)
    96808    0.041    0.000    0.052    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:759(_validate_key_length)
    48426    0.052    0.000    0.052    0.000 {pandas._libs.internals.get_blkno_placements}
    96836    0.039    0.000    0.050    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:112(<genexpr>)
    96388    0.050    0.000    0.050    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:429(__init__)
    96808    0.030    0.000    0.050    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:268(is_null_slice)
   290434    0.047    0.000    0.047    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:164(_is_all_dates)
    48418    0.034    0.000    0.046    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:120(check_setitem_lengths)
   100001    0.031    0.000    0.046    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:509(tz)
   338983    0.046    0.000    0.046    0.000 {pandas._libs.lib.is_float}
   387120    0.045    0.000    0.045    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:147(_maybe_coerce_values)
   289410    0.044    0.000    0.044    0.000 {method 'items' of 'dict' objects}
   192598    0.040    0.000    0.040    0.000 {built-in method sys._getframe}
    96849    0.039    0.000    0.039    0.000 {method 'rpartition' of 'str' objects}
    96894    0.039    0.000    0.039    0.000 {built-in method __new__ of type object at 0x555b764bbac0}
    96784    0.038    0.000    0.038    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1304(<lambda>)
        1    0.000    0.000    0.037    0.037 /mnt/d/Studie/Vrije Universiteit/Data Mining Techniques/assignment_2/data.py:69(randomise_missing_values)
   193663    0.035    0.000    0.035    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:173(blklocs)
    48420    0.034    0.000    0.034    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1085(value_getitem)
    97427    0.034    0.000    0.034    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:190(classes_and_not_datetimelike)
    48467    0.033    0.000    0.033    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4070(_values)
    96848    0.032    0.000    0.032    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3863(_check_setitem_copy)
    48422    0.024    0.000    0.031    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:227(is_single_block)
    48390    0.030    0.000    0.030    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.030    0.015 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:4178(drop)
        2    0.000    0.000    0.030    0.015 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4124(drop)
   193681    0.030    0.000    0.030    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:422(_constructor)
        2    0.000    0.000    0.029    0.015 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4160(_drop_axis)
        3    0.000    0.000    0.029    0.010 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4564(reindex)
        2    0.000    0.000    0.029    0.014 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/util/_decorators.py:310(wrapper)
        2    0.000    0.000    0.029    0.014 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:4157(reindex)
    48390    0.029    0.000    0.029    0.000 {built-in method builtins.vars}
    48391    0.017    0.000    0.028    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/inspect.py:72(isclass)
    96893    0.026    0.000    0.026    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1232(name)
    48418    0.024    0.000    0.024    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:103(iloc)
    96299    0.024    0.000    0.024    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.022    0.022 /mnt/d/Studie/Vrije Universiteit/Data Mining Techniques/assignment_2/data.py:118(balance_click_classes)
    96792    0.022    0.000    0.022    0.000 {pandas._libs.algos.ensure_platform_int}
    37/36    0.000    0.000    0.021    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:1661(take_nd)
    48418    0.014    0.000    0.021    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:2323(is_nested_tuple)
        7    0.000    0.000    0.021    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1260(reindex_indexer)
       15    0.000    0.000    0.020    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1368(take_nd)
    96301    0.020    0.000    0.020    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2876(_prod_dispatcher)
   192654    0.020    0.000    0.020    0.000 {method 'pop' of 'dict' objects}
   100000    0.012    0.000    0.019    0.000 /mnt/d/Studie/Vrije Universiteit/Data Mining Techniques/assignment_2/data.py:20(<lambda>)
    96780    0.018    0.000    0.018    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2100(_sum_dispatcher)
    48424    0.017    0.000    0.017    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/compat/numpy/function.py:45(__call__)
    96808    0.017    0.000    0.017    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/contextlib.py:359(__exit__)
    96914    0.017    0.000    0.017    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:233(internal_values)
    48458    0.016    0.000    0.017    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3075(ndim)
    96871    0.016    0.000    0.016    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:405(<dictcomp>)
    48418    0.011    0.000    0.016    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:288(is_full_slice)
        4    0.000    0.000    0.015    0.004 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4854(_reindex_with_indexers)
       91    0.000    0.000    0.015    0.000 <__array_function__ internals>:2(concatenate)
       10    0.000    0.000    0.015    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:5534(_consolidate_inplace)
       10    0.000    0.000    0.015    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:5522(_protect_consolidate)
       10    0.000    0.000    0.015    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:5538(f)
       10    0.000    0.000    0.015    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:975(consolidate)
       12    0.000    0.000    0.015    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:991(_consolidate_inplace)
        1    0.000    0.000    0.015    0.015 /mnt/d/Studie/Vrije Universiteit/Data Mining Techniques/assignment_2/data.py:24(drop_columns)
       13    0.000    0.000    0.015    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:502(__init__)
        1    0.000    0.000    0.015    0.015 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1906(_consolidate)
        1    0.000    0.000    0.015    0.015 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/construction.py:241(init_dict)
    96883    0.015    0.000    0.015    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:1822(new_type)
        3    0.007    0.002    0.015    0.005 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1923(_merge_blocks)
    96783    0.014    0.000    0.014    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:3304(_get_partial_string_timestamp_match_key)
        1    0.000    0.000    0.014    0.014 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/construction.py:62(arrays_to_mgr)
        2    0.000    0.000    0.014    0.007 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:4011(_reindex_axes)
        2    0.000    0.000    0.014    0.007 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:4048(_reindex_columns)
        2    0.000    0.000    0.013    0.007 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1327(_slice_take_blocks_ax0)
        7    0.000    0.000    0.013    0.002 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:319(unique)
    96831    0.012    0.000    0.012    0.000 {pandas._libs.lib.is_iterator}
    48458    0.012    0.000    0.012    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3071(_ndim_dispatcher)
    48393    0.012    0.000    0.012    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:397(ndim)
        1    0.000    0.000    0.011    0.011 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1690(create_block_manager_from_arrays)
    96808    0.011    0.000    0.011    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/contextlib.py:356(__enter__)
        1    0.000    0.000    0.011    0.011 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1733(_form_blocks)
    48390    0.010    0.000    0.010    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:224(_nanmin_dispatcher)
        1    0.010    0.010    0.010    0.010 {built-in method _pickle.dump}
        1    0.000    0.000    0.010    0.010 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/tools/datetimes.py:609(to_datetime)
    48393    0.010    0.000    0.010    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:756(_maybe_disallow_fill)
    48390    0.009    0.000    0.009    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/multiarray.py:1340(may_share_memory)
        3    0.009    0.003    0.009    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1860(_stack_arrays)
        2    0.000    0.000    0.009    0.005 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1844(_multi_blockify)
   100022    0.009    0.000    0.009    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:487(dtype)
        2    0.009    0.005    0.009    0.005 {built-in method io.open}
   100002    0.009    0.000    0.009    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:810(freq)
        6    0.000    0.000    0.009    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:1811(unique)
        6    0.000    0.000    0.009    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:1037(unique)
       28    0.000    0.000    0.008    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:839(__getitem__)
